SusanDJones1,joncoopertweets
mlrupps,RichardGrenell
dibmustang2015,dbongino
Billystones4,RichardGrenell
aleiasmoon,DrGJackBrown
S_WW_Resist,S_WW_Resist
carlahahn888,cjtruth
biffnarfem,RichardGrenell
KL36925041,dbongino
lapagapeo,TheyCallMeTomO1
cwaletzko,JamesPMorrison
nouglypantsuits,RichardGrenell
EblingJr,WhiteHouse
thatfunkywizard,scottderrickson
LauraQanon,HYVEE7
MeloniaSherban,DrGJackBrown
Schmeezle1,ConservaMomUSA
tonezat,RichardGrenell
stacyxfive,RichardGrenell
PowerSource1,RichardGrenell
DrSatyaSaraswat,WhiteHouse
mblaqfangirl,noname
Jeff70gold,RichardGrenell
teslat1,ericbolling
julesjustme,RichardGrenell
Kerriku1,dbongino
vetpatriot17,lonnie_prater
DurleyRoberta,RichardGrenell
TheCalhounGoon,noname
JaniceKetterha2,paulcshipley
Christo69580006,RichardGrenell
oyestonyyes,H_Combs
SaltMedic,RichardGrenell
lobstahsinmaine,Kim_d_marlin
KarmaTooling,RichardGrenell
jnewman7,RichardGrenell
AaronSims31,cjtruth
ruizzz4,H_MitchellPhoto
pp8113,seanmdav
KAnnette52,WhiteHouse
HoldMyShotGlass,SaraCarterDC
Meandtruman1010,Amy_Siskind
EdwardCalame,Rosco9104
_Namrataa,WhiteHouse
grandmainct,WhiteHouse
AnnJone93722320,WhiteHouse
godisin42912457,dbongino
FlpatriotR,RichardGrenell
MelindaFowler20,BernardKerik
S_WW_Resist,S_WW_Resist
shortylouwho,noname
marie05279761,TheDaveInRI
JosephNNorris1,TheyCallMeTomO1
Jamestoupin,KHiveQueenBee
TinyChihuahua1,WhiteHouse
Emma83942942,Emma83942942
LafalceLynn,RichardGrenell
pd8557,toolsdude65
4yourvets,kat2020maga
Mae0074,dvillella
phasturbo,mgriersr
MJPG2007,Jay_Beecher
DisruptStatus,GrrrGraphics
autbut215,noname
Jamestoupin,KHiveQueenBee
dianna24237,RichardGrenell
CWWyche,RichardGrenell
lindaluvinlife1,RichardGrenell
lenmquez,RichardGrenell
cleepip,RichardGrenell
PamaGood,dbongino
cstjohn_mom,RichardGrenell
Joelibera,RichardGrenell
MAGA_110,WhiteHouse
Ragzson,CisNyakundi
LYRHYA,EliseStefanik
AGUNDALEONARD,RichardGrenell
makowskiconstr1,RichardGrenell
RhodyJames,ericbolling
ShirleyKnott121,RichardGrenell
MarkKumar3,RichardGrenell
teslat1,REnlightenment
Paul85860691,RichardGrenell
anne_norton,dbongino
kkcol2018,RichardGrenell
maga2A1,RichardGrenell
JoyceHouser1,seanmdav
aksm4349,JudiciaryGOP
SACitizen55,EliseStefanik
ashutoshanmol72,Your_Levodopa
JCISME0,dbongino
MT6200elev,RichardGrenell
ItsMeJason_,DrGJackBrown
NuAgePatriot,RichardGrenell
Funami1,RichardGrenell
JohnnyBlaze000,JudiciaryGOP
Disce_Discede,BenKTallmadge
QuaLady1,RichardGrenell
vincentoparis,noname
PCunningham313,dilemmv
LBCBernieCrats,Styx666Official
Whiskywarlord,RichardGrenell
PodcastSocool,DrGJackBrown
lionessofsocial,User_Name_Null
GrandoniRobert,LeslieM3355
JD5440,RichardGrenell
paybakisabish,dbongino
RicharDeanAreMe,WhiteHouse
droops42,joncoopertweets
nothing67902449,chinairanrassho
trixienovel,dvillella
baskerm,shikha_shrivas
timetoasktheQ,RichardGrenell
ColinShort19,JudiciaryGOP
publicEDpatriot,RichardGrenell
TheResistance70,DrGJackBrown
LogicDefined,dbongino
WheretheheckMI,dbongino
Johnkim05416420,RichardGrenell
joeg121408,seanmdav
Colour_Fairy,seanmdav
Dale67504978,RichardGrenell
bluebird1304,WhiteHouse
Michael29149423,GrrrGraphics
mwitticg,Junkyard_D
tkarlsbad,RichardGrenell
GHRBMR,rdelhamed
Smart67Daisy,tolmanbrett
Crw0430,LVNancy
pugfog,JudiciaryGOP
Lily4ever3,Debbie_Vesino
karrielynn90,JudiciaryGOP
susanabaron,RichardGrenell
fieldengen,SaraCarterDC
DigitWuffs,WhiteHouse
LCMarsh2,RichardGrenell
CatellusBonum,WhiteHouse
DjkLarson,RichardGrenell
Clarej111,JudiciaryGOP
dahnb2010,joncoopertweets
soyjosemari,WhiteHouse
Livnltlv,RichardGrenell
RalphieMelville,WendyMolyneux
DonnaD1301,Junkyard_D
DclareDiane,RichardGrenell
vcarman,RichardGrenell
ChippalkattiGov,Being_Humor
RightinCA,RichardGrenell
PatriciatCarr1,littledeekay
manojrunjhun,gopidon
nando_saviano,dbongino
kailuatwin,SaraCarterDC
EttasPlace,pink_lady56
flippy0001,dm3300
DStar98843517,dbongino
edward876543211,LydiaLynn89
Una_Paloma1,RichardGrenell
Jamestoupin,JeffreyGuterman
Funami1,RichardGrenell
briansouth10,RichardGrenell
gilluna8,RichardGrenell
gontatetsu,WhiteHouse
DavidSailor17,RichardGrenell
lobstahsinmaine,DocRock1007
LeeGio10,SassExtra
FLPatriot59,TheyCallMeTomO1
TheBadBong,Being_Humor
monty_chadha,pbjandhoney
lobstahsinmaine,DeboraDeMAGA
SusanDuclos,Jim_Fleisch
democrzgirl,Amy_Siskind
Aungiexyz,TheyCallMeTomO1
chattyqueen53,Doranimated
hqA19UhWs5ixpW4,drammaralbadani
EllaJ888,sotnar_marek
HueyFreeman96,EVERYBOYONEARTH
LoneWolfZ6,RichardGrenell
ppaden55,RichardGrenell
publicEDpatriot,RichardGrenell
Londa_Webster,JudiciaryGOP
Kind_deb,JudiciaryGOP
ChippalkattiGov,Being_Humor
Allisonrobbo,GrrrGraphics
coldfear,RichardGrenell
spyvsspy0wnzu,seanmdav
jwstepp,RichardGrenell
OnlyMe02749494,ShotgunHolliday
kngscyn,SaraCarterDC
RonHimsworth,dbongino
RiskyLiberal,littledeekay
the_cgordon,littledeekay
HarryB31194697,GrrrGraphics
KidneyNurse4,cjtruth
kdtfin,Junkyard_D
batli262,WhiteHouse
mariarguelles4,WhiteHouse
bsja2019,RichardGrenell
mountaingranny4,HYVEE7
tennhills520,T_S_P_O_O_K_Y
jdw822018,RichardGrenell
C2m1ll3,Romano5149
