retweeter,retweeted,retweet_time,retweeter_age,retweeted_age
concermon123,ShallKnown,3163,25511,72670
Autumn140D,morningmika,373,59111,83609
Niner970,EricTrump,33494,71829,53571
dulce812,HawleyMO,7218,69650,59960
psycheobserver,DanielNewman,29357,60834,42856
hanneloremorto5,HawleyMO,7219,27357,59960
dupui,JoyBabydoll,17430,72120,84910
Grizzified,morningmika,32685,68403,51301
mrtweeterverse,HawleyMO,7221,75055,59960
doctoramoray,DonaldJTrumpJr,36530,63232,51975
daniellasofia7,EricTrump,33497,65619,53571
_gladwell240,morningmika,32687,32388,51301
smastacey,TexToxic,26022,77962,36784
68mustang90,DonaldJTrumpJr,36531,71519,51975
spury2000,morningmika,31944,54092,52045
HowlingRoots,tinyboo49,71631,9039,31786
Pampeeps,HawleyMO,7225,83570,59960
SeOCo3,JTmor,32251,63451,52518
deacontrek,EliseStefanik,81751,83036,29674
Lemonbalmj,morningmika,32691,27155,51301
soundtraxx77,PamelaGeller,38087,67113,32297
JenniferStrby,blondevipor,14312,13704,51216
John95203148,morningmika,32389,23545,51606
lindalindaann,SmashingAmps,4881,78749,85529
ApriliaZone,morningmika,31950,55389,52045
Ned83730603,Sept25lady,325,83022,86244
craig_stivers,kristylove777,179,20032,64557
Hogminer1,HawleyMO,7231,16734,59960
DeeBennett,ScottPresler,12068,25310,47375
HWDConservative,ScottPresler,12070,6941,47375
CA_anon67,HawleyMO,7236,68776,59960
mcampillo,morningmika,32399,83379,51606
TrumpsTrooper,kat2020maga,28924,10741,77091
FirstGenShooter,HawleyMO,7239,69896,59960
STOPDCMTNOW1,Nenagh9,83725,16570,22095
LisaMar76485616,morningmika,32400,10859,51606
CWPparty,ShannonFreshour,13428,45330,61013
midsizemammal,HawleyMO,7240,79255,59960
csummer94634016,ScottPresler,12075,25673,47375
uhmaly,NotGwopful,3713,22297,1453
Smartwoman2019,morningmika,32706,17908,51301
NefertitiVerita,Redpainter1,27140,2963,79202
SeOCo3,covfefe2020Q,32112,63468,57461
SRKase77,EliseStefanik,81767,3884,29674
IllychOlga,davereaboi,256,6102,68089
whodo45,HawleyMO,7243,28161,59960
faewings,morningmika,32708,33459,51301
webb_carrie,HawleyMO,7244,29845,59960
BBFAN44,ScottPresler,12079,59,47375
McEvoy1888,Owe10016831,36358,8927,30986
rnlynn1958,LilRichie420,851,76218,82091
VickyDoshi3,HawleyMO,7245,3531,59960
D_mccroey,n_iko_n,10200,60806,6596
TXTruthChaser,Echo5Hotel14,71413,78274,70578
dulce812,MarkDice,6664,69680,82809
terry_mcnemar,HawleyMO,7250,85901,59960
onebigham,HawleyMO,7251,30089,59960
OctubreChica,ScottPresler,12087,7454,47375
ruth_moyer,ScottPresler,12087,77818,47375
FirstBossHogg,DeanBrowningPA,3309,21523,41209
heron1993,Prometh99591875,1570,26688,15951
edmgail1944,covfefe2020Q,32123,14991,57461
DiChristine,kristylove777,201,69166,64557
kaylinogorman,IvorDavies59,28472,75387,82669
watercutter11,ShannonFreshour,13441,16561,61013
PaddingtonThe,J51939578,7172,73030,79041
scottmac1955,DonaldJTrumpJr,36562,82942,51975
Nutmeg1004,DanielNewman,29393,69114,42856
PalmBeachGirl63,EricTrump,33531,21287,53571
fGghgvVhjgbvzXg,HawleyMO,7255,30952,59960
AdamMathisFL,HawleyMO,7255,45185,59960
Trisha37040417,HawleyMO,7255,30282,59960
HoulihanCarol,morningmika,32721,77476,51301
regan11218lane,angel4autism,9758,15608,72495
Pro_Courtesy,DanielNewman,29395,23099,42856
smastacey,RomaGAntonia1,24842,77996,7322
familyunity61,HawleyMO,7257,28811,59960
coderedorblue,kramerreport,6050,62960,4106
paleotectonics,RobAnderson2018,19258,14697,54335
vernons408,kirstiealley,6058,31471,72737
bjonndrogg,DonaldJTrumpJr,36567,614,51975
ChaskaDaisy,HawleyMO,7258,17697,59960
ruth_moyer,cmdebrecht1,11095,77824,49506
Dodz47412426,escapedmatrix,7020,74343,19330
MYwaniw,EricTrump,33536,72389,53571
JanineMHF,DonaldJTrumpJr,36569,30733,51975
wwjdeux,HawleyMO,7260,14710,59960
SCViking,SebGorka,26288,82912,83099
Ar_kat1,covfefe2020Q,32132,16031,57461
chrissy37747741,beth2_k3a,13779,75946,65451
janbrata,cvpayne,73511,21191,32849
D25Eugenia,morningmika,32423,81081,51606
DonnaMu92783278,morningmika,32424,10121,51606
KrisBrbr93,EricTrump,33541,19873,53571
DAB99451666,beth2_k3a,13781,5262,65451
sylvia1972,Liz_Wheeler,71578,4915,22683
Onewhotravels,Txredhead1108,30514,19075,42002
TheAntiPCProf,TheAntiPCProf,43,70205,70162
notlob2,RobAnderson2018,19268,53789,54335
gstuebi,kristylove777,216,62950,64557
StevensStehn,EricTrump,33546,30650,53571
JoanHun58415364,morningmika,32432,62390,51606
LachlanTheSane,ParkerMolloy,1085,77016,21822
RBiakpara,ose_anenih,185,42962,38381
Daytobehappy,johntieso,8,6623,22239
zaydensmommy,morningmika,32739,18612,51301
deneenborelli,EricTrump,33553,5467,53571
acadianbelle,SaltyDog_58,32921,17573,79920
targuhl,morningmika,32438,19520,51606
blakew3,HawleyMO,7278,80658,59960
Q_Evangelist,ScottPresler,12114,14123,47375
ripper1fl,MaryamHenein,29463,1918,65213
TXTruthChaser,SebGorka,22796,78308,210
Patrici71676542,HawleyMO,7280,70481,59960
OutsiderWatchin,kirstiealley,6080,61965,72737
denise_hogarth,kristylove777,229,82077,64557
NancyKr42065306,DonaldJTrumpJr,36590,15870,51975
mshendr,morningmika,32003,23897,52045
shelly_driscoll,HawleyMO,7284,328,59960
jcoffeebean,kirstiealley,6085,30565,72737
PnqGrammie,DonaldJTrumpJr,36594,21762,51975
dougchristi,mhenson56,25231,70170,56410
nykid812,morningmika,32008,12172,52045
GurgunMine,kirstiealley,6088,2954,72737
Tania_Tania_C,Tania_Tania_C,77520,14083,22963
somedude710,ohioforq,25381,78869,35714
travelamigo,davereaboi,304,10464,68089
leahbdaniel,morningmika,32450,74600,51606
theresannn1,TalbertSwan,27042,655,67090
IAmDeplorable70,kirstiealley,6091,20554,72737
troser66,kirstiealley,6091,66244,72737
vslitcor,cvpayne,73540,33985,32849
Sahof1,HawleyMO,7292,12172,59960
Massive2355,HawleyMO,7292,15381,59960
R005T3,Courtne08241586,161,33007,14920
hasusimp,HawleyMO,7294,16008,59960
theresannn1,socalaura,26399,658,40194
TolaTorres,morningmika,32457,77699,51606
kimkimberbell,czar_WI,10164,33527,9003
Leeblev50045868,morningmika,32459,7077,51606
coll84m,HawleyMO,7299,61892,59960
jimjimzen,AMErikaNGIRLLL,7778,13541,16165
FergusFSU,HawleyMO,7302,63044,59960
MayaSurra,morningmika,32462,30815,51606
theresannn1,soloyochapin,26802,667,54003
RightMostly,ScottPresler,12139,24029,47375
Jackson1975J,ScottPresler,12136,177,47375
Smlygrl87,edukz_forte,16,1761,11048
don_drcblc99,RoydYure,24770,72191,26611
Styx5x5,EricTrump,33582,83371,53571
FSeabourn,DonaldJTrumpJr,36615,30203,51975
coll84m,MarkDice,6722,61899,82809
Beverly79345019,kristylove777,254,3597,64557
smastacey,AvaTaylor2409,3356,78046,71479
valeriecastron4,ShannonFreshour,13495,54654,61013
RealLifeSheldon,HawleyMO,7307,57679,59960
SLIMESlTA,NotGwopful,3779,75877,1453
nature_ruby,ZazaChilvers,258,68476,72361
jillReynoldsJo1,acnewsitics,25581,85804,68650
dgoldwas,HawleyMO,7310,64941,59960
mittenlover1971,kirstiealley,6110,22677,72737
TXTruthChaser,Liz_Wheeler,71623,78338,22683
MeHuntwr,SebGorka,26338,25297,83099
Jsnook13021170,covfefe2020Q,32182,69707,57461
coll84m,DDGaddis,4860,61905,49561
Tarantulamusic1,morningmika,32472,5572,51606
jazzrat2000,Chalkarts,1494,70299,9320
daniel32197550,SebGorka,26340,77864,83099
RosemaryCarden6,morningmika,32474,17237,51606
nature_ruby,ireallydocare2,201,68481,72624
dialmformolly,ParkerMolloy,1126,77247,21822
MetroKelvin,morningmika,32779,18510,51301
goodbp0,morningmika,32475,9038,51606
thatch1936,DonaldJTrumpJr,36625,1037,51975
Xdalloo,morningmika,32781,61945,51301
margiep1954,DonaldJTrumpJr,36625,83085,51975
Alymere1,kirstiealley,6117,81781,72737
monalealuna,kirstiealley,6117,66941,72737
smastacey,HindsShala,11112,78058,84496
jillReynoldsJo1,NotHoodlum,10021,85813,53349
jimjimzen,ScottPresler,12154,13559,47375
goterps78,kirstiealley,6119,18089,72737
HJLH2Ocolors,EliseStefanik,81845,8168,29674
DianaFitz2,Junkyard_D,15472,13762,86145
danielt10439873,taradublinrocks,11894,15080,74922
tweetz_girl,WDGoldstein,24920,11383,43415
CommieCruncher,HawleyMO,7322,57832,59960
KennRWeeks,VSprus4trump,1129,60093,7399
Just_LittleBear,DanaBoos3,25964,25070,12221
nature_ruby,shortreddog,224,68490,71447
KevinBooker212,AngelGotti5,5296,59308,83509
IceMCrypto,morningmika,32484,23431,51606
theresaQanon,AMErikaNGIRLLL,7801,3930,16165
Jn916691,kirstiealley,6125,72800,72737
humble_bow,ParkerMolloy,1137,75388,21822
jimjimzen,cmdebrecht1,11163,13566,49506
joycek111111,morningmika,32792,12919,51301
aprongirl1960,davereaboi,341,31762,68089
LisaMar76485616,morningmika,32793,10947,51301
Just_LittleBear,GeminiSQ0714,15684,25075,62483
Rtnarg,morningmika,32794,79727,51301
dougchristi,mhenson56,25181,70213,56503
AngelGSDlover,EricTrump,33605,11492,53571
formarrowdbs,ScottPresler,12165,11571,47375
javelinsst1972,cmdebrecht1,11168,13002,49506
robekoski,morningmika,32491,81460,51606
M_Adhuham,YoosufShaah,164,50980,41741
GodAmericafirs1,TommyG,4922,1064,86072
allywalker1,morningmika,32492,86036,51606
EarlEldridge,ScottPresler,12167,7295,47375
Lisapisapoopalm,morningmika,32797,73528,51301
_pcantagonista,KokeReport,21610,77566,79443
Mandy87051436,DonaldJTrumpJr,36643,20482,51975
dougchristi,bonsignore007,2152,70218,76737
SharkeyTim,ScottPresler,12171,61508,47375
somedude710,ScottPresler,12171,78915,47375
badluthifer,EricTrump,33612,20697,53571
lbecker18,HawleyMO,7337,85843,59960
LastStandIsNow,Lrihendry,4660,80504,15054
wnfoster31,morningmika,32060,82670,52045
BrentGrantUSA,kirstiealley,6139,6520,72737
MillietHeather,morningmika,32804,26680,51301
elainen923,morningmika,32805,79247,51301
a_bryenton,morningmika,32805,84248,51301
OldSeven12,KSolo_Min,9632,84260,84431
Cholerajoe,johntieso,76,82200,22239
DonSai58105890,morningmika,32807,24379,51301
ChristinesHaven,DrEstella,4214,73607,13531
kragfearghal,morningmika,32808,76965,51301
GBrowns84,DeanBrowningPA,3400,1856,41209
MFWil,kirstiealley,6144,72902,72737
JohJen,EricTrump,33621,17769,53571
voteMAGA4more,HawleyMO,7345,80903,59960
dragonwick2,kirstiealley,6146,55038,72737
Antoinotabot,ScottPresler,12182,16901,47375
JudyG83074235,kristylove777,295,66816,64557
JENin140,davereaboi,362,36156,68089
alexa_grillis,HawleyMO,7349,71407,59960
NatalieAalto,morningmika,32071,24794,52045
TRUMPISNOW,kirstiealley,6150,2198,72737
Mauvais_Fille,EricTrump,33626,13267,53571
horsebackinOK,DaVinci_luvr,6347,83647,85356
bestcoastgirl20,RilesTheDog,25444,64660,53167
SchauerNiji,1Romans58,17499,18201,76434
Antonio07413446,morningmika,32512,25174,51606
javelinsst1972,Lrihendry,4674,13023,15054
gingy_t,kirstiealley,6152,68828,72737
africanmob1,marsha9753,10213,16326,75199
LoriBrabant,morningmika,32818,20964,51301
Mes23161,kristylove777,301,59908,64557
memedrome,chetbtester,915,67208,5612
Roadtrip421,TommyG,4945,83935,86072
formarrowdbs,camdy_2cane,5693,11597,74803
Robbie91356422,morningmika,32822,7089,51301
a_bryenton,_ReaalAmerican_,24370,84265,59604
sherrybolley,morningmika,32823,47620,51301
45Wiseman,johntieso,93,69630,22239
Dan__K,morningmika,32518,49859,51606
KDFildesMBA,morningmika,32825,20254,51301
RickJam23066961,bjoewolf,351,2891,20911
dougchristi,axelknudsen,15762,70245,52043
africanmob1,compto36176344,26382,16334,65395
Geechi79,Kingfreespeech,2032,61087,64341
difly60,morningmika,32828,33887,51301
SeeHumanity007,HawleyMO,7364,9192,59960
HonorableDeath3,HawleyMO,7364,85801,59960
NoNameCRlove,kristylove777,312,13488,64557
Nickrite1,covfefe2020Q,32233,18917,57461
LuckyUncleProds,morningmika,32830,71563,51301
LettyFinhadden,EliseStefanik,81891,20988,29674
BrandiSmile1,Annakhait,4792,73690,77366
ibdj,HawleyMO,7367,23983,59960
a_bryenton,a_zicc,18146,84276,50989
Aprilj33858822,NotHoodlum,10072,86169,53349
kjwallacepdx,ShannonFreshour,13557,58161,61013
4dash94,HawleyMO,7369,19835,59960
africanmob1,nh1Birddog,29453,16343,74198
qrldwide,morningmika,32531,13457,51606
bestcoastgirl20,taradublinrocks,11943,64680,74922
jmdrn7,EricTrump,33648,1333,53571
KevinInFlorida2,bjoewolf,362,6156,20911
EgelBazarino,HawleyMO,7373,11323,59960
g_ashish,HawleyMO,7375,82009,59960
rtcec5,morningmika,32535,539,51606
javelinsst1972,covfefe2020Q,32246,13047,57461
DMDoerr,SebGorka,26404,13793,83099
Deplorabella1,Deplorabella1,25446,65966,40520
DJNBASTOCK1,kirstiealley,6178,8924,72737
Q95667304,TommyG,4970,70784,86072
faux_barbara,Inevitable_ET,15941,13196,15584
captainfreedom4,JCEdmund,32487,80830,65776
heron1993,ScottPresler,12216,26816,47375
ElinHege,Redpainter1,27281,31802,79202
Pr260,JAGGIRL61,5385,58488,83612
DeeBennett,covfefe2020Q,32254,25461,57461
NikitasDad,davereaboi,398,4036,68089
DenanStrong,cvpayne,73634,23569,32849
JeremyDavide,morningmika,32547,83929,51606
Pr260,Leslieoo7,12085,58493,82025
JetcityCacher,covfefe2020Q,32257,74265,57461
dougchristi,mhenson56,25301,70272,56442
YILDIZHORASAN,cikiletacikiz,6033,10234,21720
Kathy60626504,morningmika,32549,24696,51606
DennisCardiff,morningmika,32550,71387,51606
twostarsartwork,ShannonFreshour,13578,40775,61013
westtexaslivin,DonaldJTrumpJr,36699,60831,51975
8Startingover,RoydYure,6437,13781,45029
DavidSailor17,MarkDice,6807,83882,82809
Pr260,acnewsitics,25664,58498,68650
CWise1957,kirstiealley,6192,17762,72737
sommerfeldkitty,Annakhait,4819,82432,77366
whodo45,MarkDice,6809,28311,82809
khazaei_parviz,MsJulieLenarz,29158,22552,56926
CouncillorTonyZ,HawleyMO,7394,17129,59960
Nskully357,Debber66,66206,8221,52795
Shehera30155811,DonaldJTrumpJr,36704,20176,51975
SchreebDiesel,HawleyMO,7395,61537,59960
HuggieBear_BACA,ladybugt,4832,79481,22623
Bigdaddybtc,HawleyMO,7396,57312,59960
lbpyyz,morningmika,32862,21599,51301
Angelin88499577,TommyG,4989,3649,86072
Agrant3595Grant,Lrihendry,4720,79590,15054
Pr260,RilesTheDog,25492,58505,53167
TWITMO_INMATE,EricTrump,33675,5459,53571
JT47PT,EricTrump,33675,69803,53571
SilkSunflowers,beth2_k3a,13916,1261,65451
whodo45,MedioAlt,5584,28319,8607
gnsthewind,HawleyMO,7401,79888,59960
mcarsonaos,HawleyMO,7401,79940,59960
Muggsy1943,HawleyMO,7402,20207,59960
jackhenrynola,morningmika,32867,68509,51301
sister_tt,morningmika,32868,75264,51301
ruth_moyer,covfefe2020Q,32273,77969,57461
TheLALiving,ScottPresler,12239,73792,47375
trainervince4u,ShannonFreshour,13592,85480,61013
ViveLaUSA,donwinslow,10143,27510,58133
a_bryenton,sandibachom,26555,84313,66484
whodo45,MarthaW19860146,6773,28323,59221
Lyn123D,HawleyMO,7405,71190,59960
KimHandley1,HawleyMO,7406,65143,59960
jjustice404,morningmika,32567,25398,51606
kjwallacepdx,NotHoodlum,10110,58199,53349
absoluteTronix,HawleyMO,7408,69968,59960
watercutter11,kristylove777,357,16717,64557
carahere1,covfefe2020Q,32279,21151,57461
manni_d604,morningmika,32875,61485,51301
Denechek007,Denechek007,17,10491,10474
iamsureofit,PamelaGeller,38269,4074,32297
flower42,morningmika,26955,71536,57222
DreamWeaver61,debra12862,1900,16791,9855
connorsmom1031,votenickmoutos,50534,19382,39189
Denechek007,SonicDeanBoom,15637,10492,52
whodo45,Houstanity,7181,28330,58548
cunning_ham01,TommyG,5004,80711,86072
pundit_top,HawleyMO,7413,78805,59960
Toot2006Sal,NotHoodlum,10119,73357,53349
J_CMueller,SherryMercer100,21064,190,12101
Denechek007,stopvaccinating,5039,10496,77737
BPattySSG,davereaboi,431,9959,68089
Renocide,morningmika,32577,26749,51606
v_deplorable,morningmika,32578,83183,51606
Wiggum4Leafs,morningmika,32884,80585,51301
ModernLarrikin,HawleyMO,7420,48775,59960
SilkSunflowers,NYConserv4Life,11835,1281,79404
BalloKat,kirstiealley,6220,32119,72737
lyricrebecca,morningmika,32141,65422,52045
mojothecatnj,HawleyMO,7421,83867,59960
reader_al,happylib01,64,5774,40192
Bumblebee1114,JohnTrux,72688,21889,20546
cindybwilliams,morningmika,32890,84807,51301
WIMSJ,HawleyMO,7425,85433,59960
heidiEC5,Annakhait,4851,2971,77366
riquezas1,Annakhait,4853,81921,77366
ceoamerica,morningmika,32587,74061,51606
NorCalJoe707,EricTrump,33703,42838,53571
samnchance,morningmika,32892,5208,51301
FsaTrump2020,DonaldJTrumpJr,36737,86267,51975
etsukojoy,morningmika,32895,54618,51301
NBGlineux,RitaPanahi,76588,11879,73856
gailyRN,morningmika,32591,28692,51606
bknuth96,KarenSL,3590,17114,39
faux_barbara,tcpeterson87,4227,13248,22555
PalmKristine,beth2_k3a,13949,81834,65451
TigerGirl528,HawleyMO,7433,69163,59960
whodo45,LacitoJuan,1314,28352,21616
26csd,kirstiealley,6234,74164,72737
ModernLarrikin,MarkDice,6852,48791,82809
carahere1,FriedrickJane,13542,21178,7272
sherrie_reiser,morningmika,32902,81885,51301
brettPowerline,SebGorka,26465,18315,83099
africanmob1,covfefe2020Q,32308,16411,57461
Bob59177308,EricTrump,33714,56060,53571
LadKal,morningmika,32160,20013,52045
bleu88005384,kirstiealley,6239,32344,72737
TrueSeeker777,NYConserv4Life,11854,36042,79404
vedette17,morningmika,599,61759,83609
CarolJo44,kirstiealley,6243,18969,72737
elprisonero,beth2_k3a,13959,71845,65451
silenttoolong1,michaeljknowles,6480,900,59587
C3Zielinski,seriousfun8309,86139,10248,23876
Toot2006Sal,ShannonFreshour,13632,73385,61013
JackJuju1,JennaEllisEsq,32363,30359,42512
PrevailingJust1,LilRichie420,1052,59057,82091
R_ZenBo,acnewsitics,25719,74590,68650
judyhuf40982621,morningmika,32607,81377,51606
rossgary42,RoydYure,6493,74008,45029
KimMulhern1,HawleyMO,7447,16712,59960
duanevotaw,ScottPresler,12283,74731,47375
nsholmes,kirstiealley,6249,28814,72737
MagaGlam,SmashingAmps,19179,76926,71452
AU_bebe,diane_kirschner,338,4948,68380
SueJone54923872,SueJone54923872,2498,32701,30203
SweetFreedom29,CoyoteMiumiu,5705,82030,19761
judyhuf40982621,AMErikaNGIRLLL,7931,81384,16165
lsantiagohome,morningmika,32919,11420,51301
DclareDiane,astroterf,562,32036,2283
Jeanne_Mann,mrsdurkinmuses,25176,65653,64633
CycloneRacer,johntieso,191,9097,22239
America_1st_NOW,kirstiealley,6256,9230,72737
Catfish80191,Liz_Wheeler,71769,27,22683
whodo45,ledzepfan400,4841,28374,72340
mdr651,EricTrump,33733,22417,53571
dashtonbishop,morningmika,27002,21951,57222
nanabratty,DonaldJTrumpJr,36767,33645,51975
TheLALiving,deplorable_guy2,3071,73846,25146
c150tech,1RoboBen,10048,9282,52487
Cahaley,beth2_k3a,13974,81741,65451
twitt00077,HawleyMO,7459,7667,59960
robertl41074393,SmashingAmps,5112,25160,85529
TheLALiving,cmdebrecht1,11297,73848,49506
whodo45,AnonsSynonymous,7367,28378,58483
notlob2,RWTrollPatrol,25182,53981,71076
farbfarb,griner,1922,82831,2939
Nicholasnelles1,HawleyMO,7463,9641,59960
Florenc33255091,DonaldJTrumpJr,36773,9935,51975
ChickieVurch,OldScho03691641,11973,78455,86391
Ingelein7,HawleyMO,7465,32859,59960
theoriginaljay5,ScottPresler,12300,62911,47375
whodo45,BrascoVinnie,6941,28383,54730
lk4god40,morningmika,32931,21317,51301
judyhuf40982621,Lrihendry,4789,81397,15054
superyayadize,michaelbeatty3,73191,82326,76484
BillJaks,EricTrump,33745,5588,53571
fitz52006,TFletchLives,1519,31004,10239
AnnieGranny8246,HawleyMO,7470,69212,59960
rkslp4,SebGorka,26497,65658,83099
josecas46153400,Beyonce,67475,7563,19029
PrometheusPG,morningmika,32937,65684,51301
DirkHolsomback,kenhll555,4866,68492,82370
mmshi1972,HawleyMO,7473,583,59960
CookieSweikert,JustListening21,25513,5937,41605
johninphx,AMErikaNGIRLLL,7950,62331,16165
RJFerryJr,ScottPresler,12309,51825,47375
RealJobRob,HawleyMO,7474,19810,59960
LesRhoads,happylib01,117,14581,40192
WIMSJ,EricTrump,33751,85483,53571
LSN,ScottPresler,12310,869,47375
Tikiwe,kirstiealley,6275,67064,72737
africanmob1,LeeNoAh11,8245,16448,22577
lachcs,ShannonFreshour,13663,5355,61013
LaKabash,amlivemon,76,11713,65514
akemp1230,ShannonFreshour,13664,74906,61013
nykimchi,morningmika,32636,79486,51606
Joel_Wegrzyn,morningmika,32636,35982,51606
garki50,lucindalowe,66626,12551,5362
larryvslife,NotGwopful,3950,66414,1453
Sarcastikat,HawleyMO,7482,26273,59960
JRandyhooper,DonaldJTrumpJr,36791,70495,51975
MommysBigMouth,SmashingAmps,19212,82127,71452
ObamaSpied,EricTrump,33760,33352,53571
larisamei79,EricTrump,33760,47410,53571
THATjsthappnd,EricTrump,33760,73944,53571
lissasno1fan,VSprus4trump,1291,10315,7399
eimzcaomhanach,RobAnderson2018,19486,5780,54335
LGithaca,morningmika,32951,2284,51301
CuisineCandy,Annakhait,4913,17563,77366
Luzmarinaotaol2,DonaldJTrumpJr,36798,66544,51975
LostMalk,morningmika,32955,16759,51301
WhoDatTide44,ShannonFreshour,13678,52458,61013
